SECONDARY SCIENCE CHEMICAL INVENTORY APPROVED CHEMICALS - ALL,,,,,,,,,,,,,,,,,,,,,
SCHOOL NAME:,,,,,,,,,,,,,,,,,,,,,
COMPLETED BY:,,ItemStatus,Company,Catalog,MSDS,Units,Storage Area,Room #,,Cells with a red triangle in the upper right-hand corner contain comments. Click or hover over the cell to see the comment.,,,,,,,,,,,
DATE COMPLETED:,Sat May 14 2016 at 06:17 PM
Name,ListType,ItemType,Department,Amount,Remind,Notes,,,,,,,,,,,,,,,
APPROVED CHEMICALS,,,,,,,Will be removed,,,STORAGE LOCATION #1,,,,STORAGE LOCATION #2,,,,,OPTIONAL ,,
Chemical Name,School Name,Common Names,Storage Area,Anion,Cation,MSDS FILE #,WHMIS Class,CAS #,Storage Area (from Approved List),Room where Stored,Cabinet or Cupboard where Stored,Volume / Mass,Date Purchased (if known) mm/dd/yy,Room where Stored,Cabinet or Cupboard where Stored,Volume / Mass,Date Purchased (if known) mm/dd/yy,Request Disposal? (Y or N),Grade,Rationale,Supplier
Name,ItemType,ShopList,Department,Amount,Remind,Notes,Status,Company,Cat#,MSDS,Units,Storage,Room,Date,,,,,,,
sucrose  ,Consumable,No,General,1500,60,Notes,Ok,Unknown,57-50-1,#278,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sulfanilic acid  ,Consumable,No,General,0,60,Notes,Ok,Unknown,121-57-3,Approved List - No MSDS online,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
sulfur brimstone,Consumable,No,General,2030,60,Notes,Ok,Unknown,7704-34-9,#433,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
sulfuric acid sulfuric acid  dihydrogen sulfate,Consumable,No,General,10270,60,Notes,Ok,Unknown,7664-93-9,#1110,1,Acid Cabinet,1044B,Thu Apr 14 2016 at 12:42 PM
talc  ,Consumable,No,General,0,60,Notes,Ok,Unknown,14807-96-6,#392,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
tannic acid  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1401-55-1,#556,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
tartaric acid tartaric acid  2 3-dihydroxybutanedioic acid,Consumable,No,General,0,60,Notes,Ok,Unknown,87-69-4,#551,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
tartrazine  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1934-21-0,#377,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
tin (II) chloride stannous chloride,Consumable,No,General,300,60,Notes,Ok,Unknown,7772-99-8,#555,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
tin (IV) chloride stannic chloride,Consumable,No,General,0,60,Notes,Ok,Unknown,7646-78-8,#458,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
tin (IV) oxide stannic oxide,Consumable,No,General,0,60,Notes,Ok,Unknown,18282-10-5,#554,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
tin metal  ,Consumable,No,General,120,60,Notes,Ok,Unknown,7440-31-5,#552,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
titanium dioxide  ,Consumable,No,General,0,60,Notes,Ok,Unknown,13463-67-7,Approved List - No MSDS online,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
toluene methylbenzene,Consumable,No,General,0,60,Notes,Ok,Unknown,108-88-3,#291,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
toluidine blue  ,Consumable,No,General,0,60,Notes,Ok,Unknown,92-31-9,#490,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
trichloroacetic acid  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1976-03-09,#387,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
turpentine oil  ,Consumable,No,General,0,60,Notes,Ok,Unknown,8006-64-2,#520 Discontinued / Archived,0,Flammable Cabinet,1044A,Thu Apr 14 2016 at 12:42 PM
universal peptone m66 powder  ,Consumable,No,General,0,60,Notes,Ok,Unknown,Unknown,#415 Discontinued / Archived,0,Organic Cupboard ,1044A,Thu Apr 14 2016 at 12:42 PM
universal ph indicator  ,Consumable,No,General,0,60,Notes,Ok,Unknown,Mixture,#403,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
urea ,Consumable,No,General,50,60,Notes,Ok,Unknown,57-13-6,#452,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
urea reagent acs  ,Consumable,No,General,0,60,Notes,Ok,Unknown,57-13-7,#420 Urea Archived,0,Indicators Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
yeast  ,Consumable,No,General,0,60,Notes,Ok,Unknown,Unknown,#489,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
zinc acetate dihydrate  ,Consumable,No,General,15,60,Notes,Ok,Unknown,5970-45-6,#429,0,Organic Cupboard,1044A,Thu Apr 14 2016 at 12:42 PM
zinc carbonate  ,Consumable,No,General,0,60,Notes,Ok,Unknown,3486-35-9,#416,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
zinc chloride  ,Consumable,No,General,500,60,Notes,Ok,Unknown,7646-85-7,#442,1,General,1044A,Thu Apr 14 2016 at 12:42 PM
zinc metal  ,Consumable,No,General,300,60,Notes,Ok,Unknown,7440-66-6,#375,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
zinc nitrate hexahydrate  ,Consumable,No,General,400,60,Notes,Ok,Unknown,10196-18-6,#320,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
zinc oxide  ,Consumable,No,General,10,60,Notes,Ok,Unknown,1314-13-2,#373,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
zinc sulfate zinc sulfate heptahydrate,Consumable,No,General,200,60,Notes,Ok,Unknown,7446-19-7,#444,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
zinc sulfide  ,Consumable,No,General,0,60,Notes,Ok,Unknown,1314-98-3,Approved List - No MSDS online,0,General,1044A,Thu Apr 14 2016 at 12:42 PM
Ferrous Sulphide Iron (II) Sulfide  Iron Sulphide ,Consumable,No,General,2,60,Notes,Ok,Unknown,Unknown,Unknown,0,General,1044A,Sun Apr 17 2016 at 03:34 PM
Sodium sulfite ,Consumable,No,General,500,60,Notes,Ok,Unknown,Unknown,Unknown,0,general,1044A,Sun Apr 17 2016 at 03:34 PM
Sodium Thiocyanate ,Consumable,No,General,100,60,Notes,Ok,Unknown,Unknown,Unknown,1,General,1044A,Sun Apr 17 2016 at 03:34 PM
Ammonium vanadate ,Consumable,No,General,150,60,Notes,Ok,Unknown,Unknown,Unknown,1,General,1044A,Sun Apr 17 2016 at 03:35 PM
Potassium Thiocyanate ,Consumable,No,General,800,60,Notes,Ok,Unknown,Unknown,Unknown,1,Genereal,1044A,Sun Apr 17 2016 at 03:35 PM
1111111,Consumable,No,General,0,0,Notes,Ok,Unknown,Unknown,Unknown,0,Unknown,1044,Sat May 14 2016 at 11:36 AM
222212,Equipment,Ordered,Biology,10,1,Notes,Ok,Unknown,Unknown,Unknown,0,Unknown,1044,Sat May 14 2016 at 06:02 PM
okk,Equipment,Needed,Biology,10,30,Notes,Ok,Unknown,Unknown,Unknown,0,Unknown,1044,Sat May 14 2016 at 06:16 PM
